"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT04","WT06","WT08","WT11","WT13","WT14","WT16","WT17","WT18","WT19","WT22"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-11-28","5.59",,,"0.00","0.0","0",,"70","56","  200","  170","13.0","17.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-11-29","7.38",,,"0.47","0.0","0",,"66","51","  180","  190","17.0","30.0","    1",,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-11-30","8.95",,,"0.00","0.0","0",,"52","43","  290","  240","17.0","25.9",,,,,"    1",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-01","7.61",,,"0.00","0.0","0",,"50","37","  290","  270","17.0","25.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-02","5.37",,,"0.00","0.0","0",,"52","39","  290","  290","15.0","21.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-03","4.25",,,"0.00","0.0","0",,"47","37","   40","   60","10.1","15.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-04","3.80",,,"0.00","0.0","0",,"55","42","  210","  180","14.1","21.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-05","2.91",,,"0.00","0.0","0",,"59","47","  210","  220","14.1","17.0",,"    1",,,"    1",,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-06","4.03",,,"0.20","0.0","0",,"62","56","  190","  220","15.0","21.0","    1",,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-07","4.47",,,"1.68","0.0","0",,"62","42","  290","  310","17.0","31.1","    1",,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-08","9.17",,,"0.16","0.0","0",,"45","36","  280","  300","21.0","38.9","    1",,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-09","5.14",,,"0.00","0.0","0",,"52","36","  170","  170","14.1","21.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-10","6.26",,,"0.00","0.0","0",,"46","32","  280","  330","15.0","21.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-11","3.80",,,"0.00","0.0","0",,"39","29","  240","  240","10.1","14.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-12","4.03",,,"0.00","0.0","0",,"44","33","  230","  220","8.9","14.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-13","4.47",,,"0.00","0.0","0",,"47","32","  320","  320","13.0","17.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-14","3.58",,,"0.00","0.0","0",,"50","36","  160",,"8.1",,,,,,"    1",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-15","8.05",,,"0.00","0.0","0",,"59","47","  230","  220","17.0","23.0",,,,,,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-16","7.61",,,"0.00","0.0","0",,"59","41","  290","  300","23.0","33.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-17",,,,"0.00","0.0","0",,"42","31","  290","  320","14.1","21.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-18","4.47",,,"0.00","0.0","0",,"31","22","  330","   30","14.1","19.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-19","7.61",,,"0.00","0.0","0",,"47","28","  210","  220","17.0","25.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-20","4.92",,,"0.01","0.0","0",,"48","41","  280","  310","14.1","23.0",,,,,,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-21","6.04",,,"0.11","0.0","0",,"62","42","  270","  280","23.9","34.9",,,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-22","5.37",,,"0.06","0.0","0",,"58","48","  280","  280","15.0","21.9","    1",,,,,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-23","6.71",,,"0.75","0.0","0",,"49","35","  290","  300","16.1","23.0","    1",,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-24","5.37",,,"0.00","0.0","0",,"36","29","  290","  300","15.0","19.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-25","5.82",,,"0.00","0.0","0",,"46","31","  230","  210","16.1","21.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-26","8.95",,,"0.00","0.0","0",,"45","38","  290","  300","17.9","28.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-27","8.05",,,"1.02","0.0","0",,"57","38","  150","  120","21.0","36.9","    1",,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-28","11.63",,,"0.00","0.0","0",,"50","31","  290","  260","21.9","34.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-29","6.93",,,"0.00","0.0","0",,"38","24","  270","  270","16.1","23.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-30","3.36",,,"0.00","0.0","0",,"51","37","  150","  170","10.1","14.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-31","5.37",,,"0.01","0.0","0",,"54","46","  260","  260","13.0","17.0",,,,,,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-01-01","6.04",,,"0.05","0.0","0",,"52","41","  150","  150","15.0","21.9","    1",,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-01-02","10.29",,,"0.00","0.0","0",,"50","33","  270","  270","25.1","32.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-01-03","10.51",,,"0.00","0.0","0",,"33","15","  290","  280","19.9","30.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-01-04","7.61",,,"0.00","0.0","0",,"27","13","  290","  310","16.1","21.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-01-05","6.26",,,"0.00","0.0","0",,"40","27","  300","  320","16.1","21.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-01-06","6.93",,,"0.00","0.0","0",,"53","35","  230","  230","14.1","21.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-01-07","6.93",,,"0.00","0.0","0",,"62","46","  250","  280","15.0","23.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-01-08","7.83",,,"0.00","0.0","0",,"46","33","  290","  300","16.1","23.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-01-09","3.58",,,"0.00","0.0","0",,"41","31","  240","  230","14.1","19.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-01-10","7.38",,,"0.00","0.0","0",,"47","33","  270","  270","14.1","17.9",,,,,"    1",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-01-11","5.82",,,"0.07","0.0","0",,"48","37","   70","   70","14.1","19.9","    1",,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-01-12","9.17",,,"1.38","0.0","0",,"45","41","   50","   70","30.0","40.0","    1",,,,,"    1","    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-01-13","11.41",,,"0.09","0.0","0",,"50","28","  230","  240","25.1","36.0",,,,,,,"    1",,"    1",,"    1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-01-14","8.72",,,"0.00","0.0","0",,"32","27","  270","  270","17.0","25.1",,,,,,,,,,,"    1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-01-15","8.72",,,"0.00","0.0","0",,"27","15","  280","  280","17.0","25.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-01-16","4.70",,,"0.04","0.0","0",,"37","15","  220","  220","17.0","25.9",,,,,,,,,"    1",,"    1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-01-17","8.05",,,"0.19","0.0","0",,"53","36","  210","  190","17.0","25.9","    1",,,,,,"    1",,"    1",,,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-01-18","10.51",,,"0.00","0.0","0",,"54","24","  270","  280","21.9","34.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-01-19","6.71",,,"0.00","0.0","0",,"37","20","  250","  220","16.1","23.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-01-20","7.16",,,"0.00","0.0","0",,"36","24","  290","  280","17.9","23.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-01-21","9.62",,,"0.39","4.3","1",,"29","22","   40","   60","17.0","23.9",,"    1",,,,,"    1",,,,"    1",,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-01-22","8.50",,,"0.00","0.0","3",,"34","18","   30","   30","16.1","21.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-01-23","7.38",,,"0.37","0.0","2",,"53","34","  160","  250","17.0","28.0","    1",,,,,,"    1",,"    1",,"    1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-01-24","8.28",,,"0.00","0.0","0",,"53","42","  250","  220","14.1","21.9","    1",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-01-25","6.71",,,"0.00","0.0","0",,"44","36","  290","  320","16.1","25.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-01-26","3.80",,,"0.18","0.0","0",,"40","33","   90","  110","13.0","17.0",,,,,,,"    1",,"    1",,"    1","    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-01-27","8.50",,,"0.47","0.0","0",,"59","40","  280","  300","25.1","36.0","    1","    1",,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-01-28",,,,"0.00","0.0","0",,"46","38","  290","  290","17.0","25.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-01-29",,,,"0.00","0.0","0",,"44","34",,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-01-30",,,,"0.00","0.0","0",,"40","34",,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-01-31",,,,"0.00","0.0","0",,"59","38","  220","  220","13.0","17.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-02-01","8.05",,,"0.03","0.0","0",,"62","48","  270","  280","19.9","28.0",,,,,,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-02-02","6.93",,,"0.00","0.0","0",,"50","35","  290","  290","16.1","25.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-02-03","6.71",,,"0.00","0.0","0",,"44","30","  290","  290","16.1","23.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-02-04","5.14",,,"0.00","0.0","0",,"46","35","   40","   60","15.0","19.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-02-05","6.04",,,"0.00","0.0","0",,"40","32","  290","   30","10.1","17.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-02-06","8.05",,,"0.00","0.0","0",,"51","33","  230","  230","16.1","21.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-02-07","6.26",,,"0.00","0.0","0",,"49","38","  280","  290","16.1","21.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-02-08","4.25",,,"0.01","0.0","0",,"38","31","   60","   60","13.0","15.0",,,,,,,"    1",,,,"    1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-02-09","6.71",,,"0.00","0.0","0",,"46","31","  290","  300","15.0","19.9","    1",,,,,,"    1",,,,"    1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-02-10","6.04",,,"0.00","0.0","0",,"45","34","  230","  220","15.0","19.9",,,,,"    1",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-02-11","5.82",,,"0.08","0.0","0",,"38","32","  330","  320","15.0","21.9",,,,,"    1",,"    1",,,,"    1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-02-12","9.84",,,"0.01","0.2","0",,"32","20","  260","  330","23.0","32.0",,,,,,,,,,,"    1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-02-13","8.05",,,"0.00","0.0","0",,"44","28","  270","  270","17.9","28.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-02-14","4.25",,,"0.02","0.0","0",,"47","36","  220","  220","19.9","25.1",,,,,,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-02-15","3.58",,,"0.01","0.0","0",,"46","39","  290","  270","10.1","14.1",,,,,"    1",,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-02-16","4.47",,,"0.19","0.0","0",,"44","36","  150","  170","12.1","17.9",,,,,"    1",,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-02-17","6.71",,,"0.03","0.0","0",,"50","41","  290","  300","16.1","25.9",,,,,"    1",,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-02-18","6.49",,,"0.02","0.0","0",,"48","35","  220","  270","16.1","21.9",,,,,,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-02-19","6.93",,,"0.00","0.0","0",,"44","35","   40","   20","17.9","23.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-02-20","7.38",,,"0.00","0.0","0",,"46","31","   20","   30","17.0","25.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-02-21","7.38",,,"0.00","0.0","0",,"46","32","  170","  160","16.1","27.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-02-22","6.49",,,"0.00","0.0","0",,"57","43","  270","  240","16.1","23.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-02-23","8.05",,,"0.00","0.0","0",,"58","46","  260","  270","21.0","30.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-02-24","8.05",,,"0.60","0.0","0",,"46","36","  270","  310","21.0","32.0","    1",,,,,,"    1",,"    1",,"    1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-02-25","14.99",,,"0.00","0.0","0",,"45","33","  260","  280","21.9","40.9",,,,,,,,,,,"    1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-02-26","8.72",,,"0.00","0.0","0",,"45","29","  290","  270","13.0","23.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-02-27","3.13",,,"0.00","0.0","0",,"59","36","  220","  220","14.1","21.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-02-28","5.59",,,"0.00","0.0","0",,"50","40","  290","  310","21.0","34.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-02-29","3.80",,,"0.37","0.0","0",,"42","38","  130","  110","15.0","21.0","    1",,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-03-01","2.01",,,"0.13","0.0","0",,"41","37","   70","   30","10.1","15.0","    1",,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-03-02","8.05",,,"0.16","0.0","0",,"42","33","  130","  140","17.9","25.1","    1",,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-03-03","4.03",,,"0.12","0.0","0",,"56","42","  280","  280","16.1","28.0","    1","    1",,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-03-04","6.93",,,"0.00","0.0","0",,"45","36","  260","  280","16.1","29.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-03-05","8.50",,,"0.00","0.0","0",,"44","28","  290","  290","17.0","23.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-03-06","7.16",,,"0.00","0.0","0",,"44","25","  220","  220","14.1","23.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-03-07","8.28",,,"0.00","0.0","0",,"62","37","  230","  210","16.1","23.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-03-08","6.71",,,"0.00","0.0","0",,"71","53","  210","  220","17.0","31.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-03-09","8.72",,,"0.02","0.0","0",,"64","37","  280","  300","17.9","31.1",,,,,,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-03-10","6.71",,,"0.00","0.0","0",,"43","29","  280","  280","17.0","32.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-03-11","7.61",,,"0.00","0.0","0",,"61","36","  240","  250","17.9","23.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-03-12","4.25",,,"0.00","0.0","0",,"71","47","  250","  260","13.0","21.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-03-13","5.82",,,"0.04","0.0","0",,"74","54","  220","  220","14.1","19.9",,,,,,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-03-14","4.47",,,"0.00","0.0","0",,"70","50","   60","  280","17.0","21.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-03-15","6.71",,,"0.00","0.0","0",,"52","43","   50","   90","13.0","17.0",,,,,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-03-16","3.36",,,"0.03","0.0","0",,"51","43","  100","   70","10.1","14.1",,,,,"    1",,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-03-17","4.92",,,"0.00","0.0","0",,"62","45","  160","  160","12.1","17.9",,,,,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-03-18","2.91",,,"0.00","0.0","0",,"64","46","  230","  240","12.1","17.0",,,,,"    1",,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-03-19","4.03",,,"0.00","0.0","0",,"74","55","  160","  150","12.1","17.0",,,,,"    1",,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-03-20","2.91",,,"0.00","0.0","0",,"73","55","  160","  150","10.1","15.0",,,,,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-03-21","3.80",,,"0.00","0.0","0",,"67","57","  150","  150","10.1","14.1",,,,,"    1",,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-03-22","3.36",,,"0.00","0.0","0",,"78","56","  170","  170","12.1","19.0","    1",,,,"    1",,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-03-23","4.25",,,"0.00","0.0","0",,"76","58","  160","   50","14.1","21.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-03-24","7.61",,,"0.01","0.0","0",,"65","47","   60","   80","15.0","23.9","    1",,,,,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-03-25","6.93",,,"0.06","0.0","0",,"52","45","   60","   60","16.1","23.0","    1",,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-03-26","7.61",,,"0.00","0.0","0",,"54","34","  300","  300","23.0","42.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-03-27","5.37",,,"0.00","0.0","0",,"51","30","  350","  290","14.1","23.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-03-28","5.82",,,"0.02","0.0","0",,"67","44","  240","  240","17.0","25.9",,,,,,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-03-29","8.95",,,"0.00","0.0","0",,"61","43","  290","  300","17.9","31.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-03-30","4.47",,,"0.11","0.0","0",,"57","40","  160","  170","14.1","23.0","    1",,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-03-31","6.93",,,"0.26","0.0","0",,"43","38","   50","   60","19.9","25.9","    1",,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-04-01","2.46",,,"0.51","0.0","0",,"52","42","  250","  240","12.1","15.0","    1",,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-04-02","7.83",,,"0.04","0.0","0",,"57","40","  300","  310","17.0","31.1","    1",,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-04-03","5.82",,,"0.00","0.0","0",,"64","40","  300","  290","15.0","25.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-04-04","5.82",,,"0.00","0.0","0",,"68","47","  340","  360","17.0","27.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-04-05","5.14",,,"0.00","0.0","0",,"58","42","   30","   10","15.0","23.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-04-06","6.71",,,"0.00","0.0","0",,"59","38","  340","  330","15.0","23.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-04-07","5.59",,,"0.00","0.0","0",,"61","40","  360","  360","16.1","28.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-04-08","7.83",,,"0.00","0.0","0",,"67","44","  290","  280","17.0","33.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-04-09","10.96",,,"0.00","0.0","0",,"64","49","  270","  280","23.0","40.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-04-10","5.59",,,"0.00","0.0","0",,"60","45","  270","  250","16.1","25.1",,,,,,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-04-11","4.92",,,"0.00","0.0","0",,"53","43","  350","  350","12.1","21.0",,,,,,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-04-12","4.92",,,"0.00","0.0","0",,"61","43","  330","  320","13.0","21.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-04-13","3.36",,,"0.00","0.0","0",,"65","43","  270","  280","12.1","16.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-04-14","3.36",,,"0.00","0.0","0",,"72","50","  230",,"8.1",,,,,,,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-04-15","3.58",,,"0.00","0.0","0",,"77","58","  270","  260","15.0","23.0",,,,,,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-04-16","5.59",,,"0.00","0.0","0",,"88","65","  150","  150","15.0","29.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-04-17","5.59",,,"0.00","0.0","0",,"78","61","  290","  300","14.1","23.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-04-18","4.92",,,"0.01","0.0","0",,"62","49","   20","  350","13.0","19.0",,,,,,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-04-19","2.01",,,"0.04","0.0","0",,"70","47","  160","  160","13.0","19.0",,,,,"    1",,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-04-20","4.92",,,"0.00","0.0","0",,"71","54","  160","  170","14.1","21.9","    1",,,,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-04-21","4.92",,,"0.22","0.0","0",,"71","54","  280","  280","21.9","34.9","    1",,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-04-22","8.72",,,"2.45","0.0","0",,"54","46","   50","   40","23.0","34.0","    1",,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-04-23","6.71",,,"0.22","0.0","0",,"54","42","  240","   50","16.1","28.0","    1",,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-04-24","6.26",,,"0.00","0.0","0",,"59","41","  240","  220","17.0","27.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-04-25","2.24",,,"0.00","0.0","0",,"62","43","  300","  320","12.1","21.9",,,,,,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-04-26","5.82",,,"0.03","0.0","0",,"61","45","  150","  170","10.1","19.9",,,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-04-27","9.40",,,"0.04","0.0","0",,"56","41","  300","  270","17.9","32.0","    1",,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-04-28","6.04",,,"0.00","0.0","0",,"60","38","  260","  230","13.0","19.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-04-29","5.59",,,"0.00","0.0","0",,"63","44","  280","  280","16.1","27.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-04-30","4.03",,,"0.00","0.0","0",,"62","43","  170","  170","13.0","23.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-05-01","4.03",,,"0.62","0.0","0",,"68","51","  170","  180","13.0","21.9",,,,,"    1",,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-05-02","5.82",,,"0.08","0.0","0",,"53","50","   80","   40","13.0","17.9","    1",,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-05-03","2.46",,,"0.47","0.0","0",,"58","50","  150","  170","8.1","14.1",,,,,"    1",,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-05-04","2.01",,,"0.10","0.0","0",,"73","54","  350","  260","10.1","16.1",,,,,"    1",,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-05-05","3.13",,,"0.00","0.0","0",,"63","56","   70","   80","8.9","13.0",,,,,"    1",,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-05-06","3.58",,,"0.00","0.0","0",,"65","53","  160","  150","10.1","17.0","    1",,,,,,"    1",,,,,,
