"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT04","WT06","WT08","WT11","WT13","WT14","WT16","WT17","WT18","WT19","WT22"
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-11-28","7.16",,,"0.00","0.0","0",,"35","30","  280","  290","21.9","38.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-11-29","3.80",,,"0.00","0.0","0",,"39","29","  360","   20","13.0","19.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-11-30","5.14",,,"0.00","0.0","0",,"39","25","   60","   50","12.1","16.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-01","1.79",,,"0.00","0.0","0",,"49","36","  270","  300","6.9","10.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-02","3.13",,,"0.00","0.0","0",,"49","41","   70","   80","8.1","11.0",,,,,"    1",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-03","3.13",,,"0.00","0.0","0",,"53","38","  260","  240","8.1","12.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-04","2.91",,,"0.00","0.0","0",,"52","41","   60","  140","8.1","12.1",,,,,"    1",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-05","2.46",,,"0.01","0.0","0",,"60","48","  270","  170","8.9","17.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-06","5.82",,,"0.73","0.0","0",,"62","37","   10","   10","15.0","21.9","    1",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-07","6.04",,,"0.14","0.0","0",,"41","32","  310","  280","13.0","21.9","    1",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-08","6.26",,,"0.08","0.7","0",,"33","29","   70","   60","15.0","19.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-09","6.71",,,"0.30","0.0","0",,"39","31","   70","   60","21.9","31.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-10","6.49",,,"0.23","1.4","0",,"37","30","  270","  270","14.1","23.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-11","7.61",,,"0.00","0.0","0",,"33","27","  250","  250","15.0","25.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-12","7.38",,,"0.00","0.0","0",,"30","23","  260","  310","16.1","25.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-13","5.59",,,"0.00","0.0","0",,"35","23","  250","  270","18.1","29.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-14","10.07",,,"0.73","5.0","0",,"34","22","   70","   70","21.0","31.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-15","8.72",,,"0.72","0.0","3",,"40","30","   60","   40","21.0","28.0","    1",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-16","7.83",,,"0.00","0.0","3",,"33","25","  260","  290","17.0","25.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-17","6.04",,,"0.19","1.5","3",,"32","24","   20","   60","13.0","17.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-18","6.71",,,"0.00","0.0","4",,"37","23","  290","  270","14.1","23.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-19","4.92",,,"0.00","0.0","3",,"47","30","  240","  240","15.0","23.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-20","5.14",,,"0.00","0.0","3",,"53","41","  240","  240","16.1","27.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-21","7.83",,,"0.01","0.0","1",,"65","51","  250","  240","16.1","25.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-22","5.59",,,"0.00","0.0","0",,"71","61","  250","  250","16.1","27.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-23","4.70",,,"0.51","0.0","0",,"64","42","  360","  350","17.0","29.1","    1",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-24","8.28",,,"0.00","0.0","0",,"42","26","  310","  310","18.1","29.1",,,,,"    1",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-25","4.70",,,"0.00","0.0","0",,"31","19","  300","  300","21.0","35.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-26","5.37",,,"0.00","0.0","0",,"36","30","  290","  240","14.1","23.0",,,,,"    1",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-27","5.82",,,"0.00","0.0","0",,"40","31","  290","  250","12.1","19.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-28","7.16",,,"0.00","0.0","0",,"55","36","  250","  240","16.1","27.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-29","6.04",,,"1.20","0.0","0",,"48","41","   60","  320","16.1","25.9","    1",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-30","6.26",,,"0.00","0.0","0",,"45","23","  300","  300","15.0","25.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-12-31","5.82",,,"0.00","0.0","0",,"32","21","  290","  280","17.0","28.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-01","5.59",,,"0.00","0.0","0",,"33","24","  280","  300","14.1","23.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-02","12.30",,,"0.33","3.1","0",,"33","18","   50","   50","21.0","28.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-03","10.51",,,"0.29","3.3","6",,"18","9","  360","  310","21.0","29.1","    1",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-04","4.92",,,"0.00","0.0","6",,"29","8","  260","  240","8.9","19.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-05","3.80",,,"0.14","0.0","4",,"40","27","   70","  240","6.9","17.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-06","8.50",,,"0.36","0.0","1",,"55","19","  290","  300","18.1","29.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-07","13.20",,,"0.00","0.0","0",,"19","4","  280","  270","23.0","38.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-08","7.16",,,"0.00","0.0","0",,"22","9","  290","  290","15.0","23.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-09","2.91",,,"0.00","0.0","0",,"32","22","  350","  320","12.1","16.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-10","3.36",,,"0.11","0.0","0",,"37","30","   50","  160","8.1","11.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-11","7.16",,,"0.50","0.0","0",,"58","37","  180","  170","17.0","28.0","    1",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-12","8.28",,,"0.05","0.0","0",,"54","38","  290","  290","19.9","31.1","    1",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-13","5.14",,,"0.00","0.0","0",,"51","37","  180","  170","14.1","23.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-14","4.92",,,"0.38","0.0","0",,"52","44","  230","  250","13.0","21.9","    1",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-15","2.91",,,"0.00","0.0","0",,"47","39","  160","  190","12.1","17.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-16","4.03",,,"0.00","0.0","0",,"42","36","   10","   50","10.1","14.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-17","3.58",,,"0.00","0.0","0",,"44","33","  170","  180","12.1","19.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-18","7.16",,,"0.07","0.0","0",,"41","29","  290","  300","15.0","25.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-19","7.38",,,"0.00","0.0","0",,"38","24","  260","  250","21.0","34.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-20","7.38",,,"0.00","0.0","0",,"46","31","  270","  280","17.0","30.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-21","10.51",,,"0.46","11.0","0",,"31","11","   30","   40","19.9","30.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-22","8.72",,,"0.02","0.5","11",,"17","5","  360","  350","21.9","30.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-23","7.16",,,"0.00","0.0","7",,"20","7","  290","  280","16.1","25.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-24","8.05",,,"0.00","0.0","6",,"20","10","  250","  240","17.0","30.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-25","7.61",,,"0.04","1.0","4",,"28","19","  230","  240","17.0","30.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-26",,,,"0.00","0.0","4",,"34","17","  280","  280","16.1","25.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-27","7.83",,,"0.00","0.0","3",,"44","21","  300","  300","17.0","30.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-28","6.04",,,"0.00","0.0","1",,"21","12","  310","  280","15.0","23.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-29","6.49",,,"0.04","0.8","2",,"23","14","  260","  250","15.0","23.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-30","3.80",,,"0.00","0.0","1",,"30","16","  270","  270","8.9","16.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-31","4.92",,,"0.00","0.0","1",,"39","25","  260","  260","14.1","21.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-01","3.58",,,"0.00","0.0","1",,"45","36","  180","  190","13.0","19.0",,,,,"    1",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-02","3.13",,,"0.00","0.0","1",,"56","39","  360","  360","10.1","15.0",,,,,"    1",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-03","6.71",,,"1.17","8.0","1",,"43","27","   20","   20","10.1","16.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-04","2.24",,,"0.00","0.0","8",,"35","22","   60",,"6.9",,,,,,"    1",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-05","7.16",,,"1.43","4.0","9",,"34","29","   60","   70","15.0","28.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-06","4.03",,,"0.00","0.0","9",,"32","21","  310","  310","13.0","19.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-07","6.71",,,"0.00","0.0","9",,"32","24","  280","  270","15.0","23.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-08","4.92",,,"0.00","0.0","9",,"29","21","  280","  270","12.1","17.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-09","3.58",,,"0.10","1.2","8",,"31","21","  270","  270","12.1","19.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-10","7.16",,,"0.00","0.0","10",,"29","21","  310","  320","15.0","25.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-11","5.37",,,"0.00","0.0","10",,"26","16","  280","  270","14.1","19.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-12","5.82",,,"0.00","0.0","10",,"25","13","   60","   50","14.1","19.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-13","12.53",,,"1.78","9.5","12",,"36","24","   60","   80","25.1","38.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-14","10.51",,,"0.30","3.0","18",,"40","31","  290","  280","21.9","38.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-15","9.40",,,"0.13","1.6","18",,"37","27","   60","  310","18.1","29.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-16","8.95",,,"0.00","0.0","18",,"30","21","  310","  300","18.1","31.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-17","5.37",,,"0.00","0.0","17",,"32","18","  310","  300","16.1","23.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-18","5.14",,,"0.16","1.5","18",,"39","26","  280","  280","16.1","30.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-19","5.14",,,"0.26","0.0","17",,"45","34","  150","  290","16.1","25.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-20","4.92",,,"0.03","0.0","15",,"51","37","  160","  180","14.1","19.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-21","7.38",,,"0.09","0.0","13",,"49","36","  290","  290","21.0","32.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-22","7.16",,,"0.00","0.0","10",,"54","40","  260","  260","17.0","29.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-23","5.37",,,"0.00","0.0","9",,"54","43","  290","  300","18.1","30.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-24","9.40",,,"0.00","0.0","6",,"44","27","  320","  280","17.0","28.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-25","6.93",,,"0.00","0.0","6",,"33","24","  280","  280","18.1","27.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-26","5.37",,,"0.03","0.2","6",,"31","20","  320","  300","17.0","29.1",,,,,"    1",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-27","8.50",,,"0.00","0.0","6",,"34","14","  290","  290","21.0","38.9",,,,,"    1",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-28","4.70",,,"0.00","0.0","6",,"24","9","  280","  330","15.0","25.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-01","4.47",,,"0.00","0.0","6",,"37","20","  260","  260","12.1","16.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-02","3.80",,,"0.00","0.0","5",,"40","32","  260","  250","13.0","19.9",,,,,"    1",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-03","6.71",,,"0.04","0.1","5",,"32","17","  360","  340","16.1","23.9",,,,,"    1",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-04","4.70",,,"0.00","0.0","5",,"29","13","   40","   40","13.0","19.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-05","5.14",,,"0.00","0.0","4",,"39","26","   30","   40","17.0","25.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-06","8.50",,,"0.00","0.0","4",,"31","16","   50","   10","17.0","23.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-07","7.83",,,"0.00","0.0","4",,"37","26","   60","   50","16.1","21.9",,,,,"    1",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-08","5.82",,,"0.00","0.0","3",,"57","35","  290","  290","17.0","27.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-09","6.26",,,"0.00","0.0","2",,"44","36","  320","  310","15.0","21.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-10","5.37",,,"0.00","0.0","1",,"51","36","  260","  250","15.0","28.0",,,,,"    1",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-11","4.70",,,"0.00","0.0","0",,"66","45","  250","  250","13.0","21.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-12","5.37",,,"0.35","0.0","0",,"56","32","  310","  320","19.9","35.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-13","14.09",,,"0.00","0.0","0",,"32","18","  310","  320","23.0","40.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-14","5.59",,,"0.00","0.0","0",,"46","22","  260","  250","14.1","23.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-15","8.95",,,"0.00","0.0","0",,"58","42","  290","  300","21.0","33.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-16","7.61",,,"0.00","0.0","0",,"42","30","  310","  310","16.1","28.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-17","8.05",,,"0.00","0.0","0",,"35","23","   40","   10","15.0","23.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-18","6.93",,,"0.00","0.0","0",,"43","28","   60","   60","19.9","25.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-19","7.16",,,"0.92","0.0","0",,"46","32","  110","  130","15.0","21.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-20","8.05",,,"0.00","0.0","0",,"54","40","  280","  280","19.9","32.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-21","7.61",,,"0.00","0.0","0",,"51","39","  310","  280","16.1","29.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-22","6.93",,,"0.00","0.0","0",,"63","41","  280","  270","18.1","32.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-23","7.38",,,"0.00","0.0","0",,"42","27","  310","  310","15.0","23.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-24","6.71",,,"0.00","0.0","0",,"35","21","  350","   10","15.0","27.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-25","5.82",,,"0.00","0.0","0",,"39","26","   50","   60","16.1","21.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-26","11.86",,,"0.00","0.0","0",,"36","24","  310","  310","23.0","38.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-27","6.71",,,"0.00","0.0","0",,"44","22","  210","  240","14.1","25.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-28","5.37",,,"0.04","0.0","0",,"62","37","  240","  260","13.0","21.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-29","10.74",,,"1.81","0.0","0",,"59","43","   70","   60","23.0","35.1","    1",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-30","10.07",,,"0.35","0.0","0",,"49","39","   10","   30","21.0","30.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-31","8.28",,,"0.16","0.0","0",,"56","36","  340","   10","13.0","25.1","    1",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-01","4.70",,,"0.00","0.0","0",,"60","39","   20","   20","17.0","23.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-02","2.01",,,"0.00","0.0","0",,"54","42","  230","  240","8.9","14.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-03","3.80",,,"0.07","0.0","0",,"67","46","  190","  190","10.1","15.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-04","8.50",,,"0.21","0.0","0",,"47","40","   90","  140","15.0","23.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-05","8.50",,,"0.00","0.0","0",,"54","40","  280","  290","19.9","36.0","    1",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-06","4.25",,,"0.00","0.0","0",,"61","36","  280","  310","13.0","18.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-07","6.04",,,"0.52","0.0","0",,"53","43","   70","   50","16.1","23.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-08","6.93",,,"0.34","0.0","0",,"64","46","  290","  250","17.0","30.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-09","6.93",,,"0.00","0.0","0",,"61","45","  310","  310","17.0","31.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-10","6.93",,,"0.00","0.0","0",,"58","42","  170","  180","16.1","28.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-11","5.82",,,"0.00","0.0","0",,"75","56","  270","  260","13.0","21.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-12","4.25",,,"0.00","0.0","0",,"73","50","  210","  180","14.1","21.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-13","5.82",,,"0.00","0.0","0",,"77","54","  180","  180","15.0","23.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-14","7.38",,,"0.00","0.0","0",,"75","59","  180","  180","17.0","30.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-15","8.72",,,"0.71","0.0","0",,"63","33","  310","  320","17.0","30.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-16","7.61",,,"0.05","0.0","0",,"49","31","  310","  300","16.1","31.1","    1",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-17","7.83",,,"0.00","0.0","0",,"48","36","   60","   50","17.0","21.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-18","5.37",,,"0.00","0.0","0",,"49","35","   70","   40","14.1","19.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-19","5.59",,,"0.00","0.0","0",,"68","41","   50","   50","16.1","21.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-20","6.26",,,"0.00","0.0","0",,"60","45","   70","   60","16.1","25.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-21","4.25",,,"0.00","0.0","0",,"67","41","  150","  150","13.0","18.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-22","5.59",,,"0.01","0.0","0",,"71","51","  240","  240","13.0","21.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-23","9.40",,,"0.00","0.0","0",,"61","44","  310","  300","21.0","36.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-24","8.50",,,"0.00","0.0","0",,"62","42","  310","  310","18.1","31.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-25","4.92",,,"0.02","0.0","0",,"63","44","  170","  180","16.1","23.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-26","5.37",,,"0.92","0.0","0",,"67","46","  170","  290","14.1","21.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-27","5.82",,,"0.00","0.0","0",,"59","47","   10","  300","16.1","21.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-28","4.25",,,"0.00","0.0","0",,"67","45","   30","   40","14.1","19.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-29","8.95",,,"0.03","0.0","0",,"52","43","  110","  140","16.1","25.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-30","8.28",,,"4.97","0.0","0",,"52","41","   70","  110","18.1","25.9","    1",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-05-01","4.47",,,"0.12","0.0","0",,"78","51","  290","  300","13.0","19.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-05-02","4.47",,,"0.00","0.0","0",,"70","56","  290","  280","16.1","25.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-05-03","3.36",,,"0.08","0.0","0",,"71","54","  280","  290","12.1","19.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-05-04","8.28",,,"0.02","0.0","0",,"65","54","  280","  290","21.0","34.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-05-05","7.38",,,"0.00","0.0","0",,"70","50","  310","  310","16.1","28.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-05-06","3.80",,,"0.00","0.0","0",,"71","52","  310","   10","13.0","21.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-05-07","4.03",,,"0.00","0.0","0",,"69","50","  180","  180","13.0","19.9",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-05-08","4.47",,,"0.41","0.0","0",,"59","53","   60",,"8.1",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-05-09","3.13",,,"0.04","0.0","0",,"63","55","   70","   80","13.0","17.0",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-05-10","4.47",,,"0.37","0.0","0",,"83","57","  320","  270","17.0","31.1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-05-11","3.13",,,"0.03","0.0","0",,"82","60","  270","  290","13.0","19.0","    1",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-05-12","1.79",,,"0.00","0.0","0",,"85","64","  170","  150","10.1","18.1",,,,,,,,,,,,,
